track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood,decade
Dark Horse,PRISM (Deluxe),Katy Perry,2013-10-18,215672,77,0.645,0.00314,0.585,0.0,0.165,-6.122,0.0513,0.353,131.931,4,2,2010
Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,2012-10-10,235613,38,0.781,0.0619,0.526,0.0,0.0457,-6.985,0.293,0.662,94.992,4,2,2010
One More Night,Overexposed Track By Track,Maroon 5,2012-01-01,219546,74,0.716,0.0558,0.821,0.0,0.0844,-3.435,0.0314,0.618,92.997,4,0,2010
We Are Young (feat. Janelle Monáe),Some Nights,fun.,2012-02-14,250626,77,0.378,0.02,0.638,7.66e-05,0.0849,-5.576,0.075,0.735,184.086,4,0,2010
That's What I Like,24K Magic,Bruno Mars,2016-11-17,206693,84,0.853,0.013,0.56,0.0,0.0944,-4.961,0.0406,0.86,134.066,4,0,2010
The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,87,0.585,0.0671,0.564,0.0,0.135,-7.063,0.0515,0.137,113.003,4,1,2010
All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,87,0.422,0.922,0.264,0.0,0.132,-7.064,0.0322,0.331,119.93,4,1,2010
Happier,Happier,Marshmello,2018-08-17,214289,85,0.687,0.191,0.792,0.0,0.167,-2.749,0.0452,0.671,100.015,4,2,2010
Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,79,0.647,0.0647,0.8,0.0,0.334,-5.384,0.165,0.942,160.078,4,0,2010
One Dance,Views,Drake,2016-05-06,173986,83,0.792,0.00776,0.625,0.0018,0.329,-5.609,0.0536,0.37,103.967,4,2,2010
Radioactive,Night Visions,Imagine Dragons,2012-09-04,186813,78,0.448,0.106,0.784,0.000108,0.668,-3.686,0.0627,0.236,136.245,4,0,2010
Sexy And I Know It,Sorry For Party Rocking,LMFAO,2011-01-01,199480,69,0.707,0.1,0.861,0.0,0.191,-4.225,0.316,0.795,130.021,4,0,2010
Someone Like You,21,Adele,2011-01-19,285240,34,0.554,0.893,0.321,0.0,0.0996,-8.251,0.028,0.288,135.047,4,1,2010
Counting Stars,Native,OneRepublic,2013-01-01,257266,83,0.664,0.0654,0.705,0.0,0.118,-4.972,0.0382,0.477,122.016,4,2,2010
E.T.,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,229573,66,0.62,0.0181,0.869,0.0,0.369,-5.252,0.175,0.76,151.684,4,0,2010
Trap Queen,Fetty Wap (Deluxe),Fetty Wap,2015-09-25,222093,75,0.746,0.0244,0.873,0.0,0.354,-3.803,0.128,0.817,148.075,4,0,2010
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,83,0.609,0.835,0.378,0.0,0.28,-9.828,0.438,0.515,100.418,4,1,2010
Firework,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,227880,75,0.638,0.139,0.826,0.0,0.0803,-4.968,0.0479,0.649,124.072,4,0,2010
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,2011-06-17,252306,82,0.671,0.191,0.939,0.0,0.298,-3.206,0.161,0.53,129.024,4,2,2010
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,84,0.726,0.049,0.698,0.0,0.309,-4.165,0.0431,0.867,143.994,4,0,2010
Love The Way You Lie,Recovery,Eminem,2010-06-18,263373,83,0.749,0.241,0.925,0.0,0.52,-5.034,0.227,0.641,86.989,4,0,2010
Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,84,0.781,0.474,0.445,0.0,0.184,-6.061,0.0295,0.591,78.998,4,1,2010
Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,81,0.654,0.0797,0.76,0.0,0.299,-3.669,0.045,0.41,99.945,4,2,2010
California Gurls,Teenage Dream,Katy Perry,2010-08-24,234653,65,0.788,0.0038,0.753,0.0,0.18,-3.71,0.0536,0.403,125.005,4,0,2010
Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,80,0.751,0.00379,0.783,0.0,0.036,-3.724,0.0859,0.816,119.975,4,0,2010
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,88,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,0.218,83.903,4,1,2010
Hello,25,Adele,2015-11-20,295502,27,0.47,0.329,0.431,0.0,0.0854,-6.129,0.0342,0.289,157.98,4,1,2010
Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,78,0.725,0.0752,0.534,0.0,0.0919,-6.238,0.0946,0.558,91.974,4,0,2010
Grenade,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,223253,78,0.706,0.146,0.558,0.0,0.118,-7.237,0.0593,0.227,110.443,4,2,2010
"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010-12-01,216773,84,0.673,0.185,0.886,0.0,0.0826,-4.44,0.0431,0.795,97.012,4,0,2010
I Like It,Invasion of Privacy,Cardi B,2018-04-06,253390,83,0.816,0.099,0.726,0.0,0.372,-3.998,0.129,0.65,136.048,4,0,2010
Wake Me Up,True,Avicii,2013-09-13,247426,27,0.532,0.0038,0.783,0.0012,0.161,-5.697,0.0523,0.643,124.08,4,0,2010
Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2016-02-05,208373,80,0.532,0.157,0.869,0.00508,0.136,-5.094,0.172,0.422,159.803,4,2,2010
Havana (feat. Young Thug),Camila,Camila Cabello,2018-01-12,217306,82,0.765,0.184,0.523,3.56e-05,0.132,-4.333,0.03,0.394,104.988,4,0,2010
OMG (feat. will.i.am),Raymond v Raymond (Expanded Edition),Usher,2010-03-30,269493,73,0.781,0.198,0.745,1.14e-05,0.36,-5.81,0.0332,0.326,129.998,4,2,2010
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,88,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,0.562,135.128,4,1,2010
Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,199938,72,0.912,0.0904,0.716,0.0,0.0491,-4.141,0.0697,0.377,94.981,4,2,2010
Can't Feel My Face,Beauty Behind The Madness,The Weeknd,2015-08-28,213520,82,0.705,0.113,0.769,0.0,0.105,-5.526,0.0425,0.583,107.949,4,2,2010
Wow.,Hollywood's Bleeding,Post Malone,2019-09-06,149546,83,0.829,0.136,0.539,1.78e-06,0.103,-7.359,0.208,0.388,99.96,4,2,2010
Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,81,0.76,0.103,0.703,0.0,0.0913,-5.412,0.054,0.57,95.997,4,0,2010
Cheap Thrills (feat. Sean Paul),This Is Acting,Sia,2016-02-18,224813,66,0.592,0.0561,0.8,2.01e-06,0.0775,-4.931,0.215,0.728,89.972,4,2,2010
Some Nights,Some Nights,fun.,2012-02-14,277040,72,0.672,0.0178,0.738,6.75e-05,0.0927,-7.045,0.0506,0.392,107.938,4,2,2010
Need You Now,Need You Now,Lady A,2010-01-01,236440,73,0.581,0.0298,0.717,0.000186,0.243,-4.433,0.0318,0.316,107.884,4,2,2010
7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,86,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,0.327,140.048,4,1,2010
Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,82,0.418,0.588,0.42,6.39e-05,0.11,-6.444,0.0414,0.184,84.094,4,1,2010
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,2012-10-09,258342,85,0.641,0.0291,0.922,0.0,0.0862,-4.457,0.0786,0.847,146.078,4,0,2010
Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,84,0.68,0.331,0.578,0.0,0.135,-5.804,0.04,0.341,145.038,4,1,2010
Roar,PRISM (Deluxe),Katy Perry,2013-10-18,223546,76,0.554,0.00487,0.772,6.6e-06,0.354,-4.821,0.0418,0.455,179.984,4,2,2010
Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,81,0.774,0.0423,0.756,0.0,0.305,-4.995,0.0389,0.931,144.032,4,0,2010
"thank u, next","thank u, next",Ariana Grande,2019-02-08,207320,84,0.717,0.229,0.653,0.0,0.101,-5.634,0.0658,0.412,106.966,4,2,2010
Sugar,V,Maroon 5,2014-09-02,235493,82,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,0.884,120.076,4,0,2010
Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,231173,82,0.743,0.0188,0.752,0.0,0.287,-4.813,0.0414,0.545,110.015,4,0,2010
Airplanes (feat. Hayley Williams of Paramore),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,2010-04-27,180480,77,0.66,0.11,0.867,0.0,0.0368,-4.285,0.116,0.377,93.033,4,2,2010
Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,Post Malone,2018-04-27,221440,81,0.75,0.546,0.56,0.0,0.111,-8.094,0.105,0.459,140.06,4,1,2010
Bodak Yellow,Invasion of Privacy,Cardi B,2018-04-06,223712,77,0.926,0.0659,0.703,0.0,0.231,-6.337,0.103,0.485,125.022,4,2,2010
Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),Silentó,2015-05-04,185142,67,0.821,0.247,0.759,0.0,0.321,-8.541,0.121,0.962,140.01,4,2,2010
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016-05-06,236001,78,0.667,0.0123,0.83,0.0,0.191,-5.715,0.0749,0.701,113.03,4,2,2010
Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,OMI,2015-10-16,180565,77,0.782,0.166,0.685,1.18e-05,0.16,-6.237,0.0309,0.603,118.016,4,0,2010
Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,294573,82,0.696,0.00314,0.921,5.24e-05,0.0842,-3.755,0.0363,0.714,119.001,4,2,2010
Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,2011-10-24,221946,76,0.562,0.046,0.939,0.0,0.112,-4.282,0.0475,0.684,116.044,4,0,2010
What Do You Mean?,Purpose (Deluxe),Justin Bieber,2015-11-13,205680,78,0.845,0.59,0.567,0.00142,0.0811,-8.118,0.0956,0.793,125.02,4,1,2010
Nice For What,Scorpion,Drake,2018-06-29,210746,79,0.585,0.0891,0.909,9.7e-05,0.119,-6.474,0.0707,0.758,93.372,4,0,2010
Sucker,Sucker,Jonas Brothers,2019-03-01,181040,12,0.842,0.0427,0.734,0.0,0.106,-5.065,0.0588,0.952,137.958,4,0,2010
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,2017-08-11,163870,79,0.643,0.047,0.783,0.0,0.083,-6.458,0.0856,0.579,154.084,4,2,2010
Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,81,0.581,0.0295,0.963,0.0,0.139,-4.087,0.0981,0.788,129.992,4,0,2010
Take Me To Church,Hozier,Hozier,2014-07-20,241688,84,0.566,0.634,0.664,0.0,0.116,-5.303,0.0464,0.437,128.945,4,1,2010
Hotline Bling,Views,Drake,2016-05-06,267066,78,0.891,0.00258,0.628,0.00019,0.0504,-7.863,0.0551,0.552,134.966,4,2,2010
Heathens,Heathens,Twenty One Pilots,2016-06-16,195920,82,0.732,0.0841,0.396,3.58e-05,0.105,-9.348,0.0286,0.548,90.024,4,1,2010
Super Bass,Pink Friday,Nicki Minaj,2010-01-01,200013,23,0.72,0.269,0.861,5.11e-06,0.601,-4.339,0.209,0.669,126.991,4,0,2010
Fuck You,The Lady Killer (Deluxe),CeeLo Green,2010-11-09,223694,65,0.693,0.193,0.879,0.0,0.124,-3.988,0.0578,0.753,127.457,4,2,2010
Panda,New English,Desiigner,2016-06-26,246761,75,0.576,0.028,0.766,1.68e-06,0.366,-4.943,0.449,0.236,144.833,4,2,2010
Break Your Heart,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,201546,74,0.607,0.0327,0.934,0.0,0.0909,-4.217,0.0314,0.568,122.01,4,0,2010
In My Feelings,Scorpion,Drake,2018-06-29,217925,79,0.835,0.0589,0.626,6e-05,0.396,-5.833,0.125,0.35,91.03,4,2,2010
Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221360,77,0.53,0.407,0.422,0.0,0.107,-6.262,0.0342,0.349,119.964,4,1,2010
Ho Hey,The Lumineers (Deluxe Edition),The Lumineers,2012,163133,76,0.682,0.765,0.471,0.0,0.0908,-9.182,0.0301,0.421,79.907,4,1,2010
