track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood
I Don't Know Why,I Don't Know Why,NOTD,2020-05-08,207667,76,0.499,0.124,0.499,0.898,7.2e-06,0.0832,-4.181,0.124,0.618,120.04,4,Happy
Slow Dance (feat. Ava Max) - Sam Feldt Remix,Slow Dance (feat. Ava Max) [Sam Feldt Remix],AJ Mitchell,2019-10-25,193548,70,0.732,0.114,0.732,0.85,2.02e-06,0.0388,-5.999,0.0444,0.372,124.024,4,Happy
Friends,Glorious,Ella Henderson,2019-11-08,178298,70,0.747,0.198,0.747,0.537,1.26e-05,0.18,-5.76,0.0413,0.453,97.056,4,Happy
At Least I Had Fun,At Least I Had Fun,Martin Jensen,2020-08-14,170613,70,0.794,0.198,0.794,0.706,0.0,0.0536,-6.066,0.0382,0.908,116.032,4,Happy
Cover Me In Sunshine,Cover Me In Sunshine,P!nk,2021-02-12,141050,86,0.476,0.0599,0.476,0.594,0.0,0.0785,-6.879,0.135,0.314,159.702,4,Happy
Get To Know You,Get To Know You,Samantha Harvey,2019-11-08,201666,66,0.761,0.0783,0.761,0.695,0.0,0.14,-4.048,0.0886,0.69,118.004,4,Happy
I Found You,I Found You,Cash Cash,2020-02-28,167307,73,0.646,0.0714,0.646,0.761,0.0,0.222,-2.557,0.0385,0.472,129.916,4,Happy
Never Seen the Rain,Never Seen the Rain,Tones And I,2019-07-15,200755,65,0.485,0.44,0.485,0.461,0.0,0.232,-5.646,0.0444,0.324,87.009,4,Happy
Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),Martin Garrix,2020-02-27,174062,78,0.573,0.212,0.573,0.739,0.0,0.175,-5.455,0.0581,0.363,120.077,4,Happy
Little Bit Of Love - Indian Summer Remix,Little Bit Of Love,JP Cooper,2020-06-05,205199,65,0.708,0.0133,0.708,0.758,1.04e-05,0.418,-4.453,0.0367,0.272,101.017,4,Happy
Lifestyle (feat. Adam Levine),Lifestyle (feat. Adam Levine),Jason Derulo,2021-01-21,153865,84,0.749,0.0209,0.749,0.674,0.0,0.169,-5.128,0.0366,0.711,123.055,4,Happy
Take Care of You,Take Care of You,Ella Henderson,2020-06-12,194234,70,0.66,0.141,0.66,0.667,5.26e-05,0.107,-6.87,0.0474,0.452,114.901,4,Happy
Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,2020-05-22,182200,84,0.672,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,0.646,123.056,4,Happy
Bigger Than,Bigger Than,Justin Jesso,2019-11-15,208013,71,0.421,0.151,0.421,0.669,0.0,0.635,-4.724,0.127,0.326,175.788,4,Happy
Tangerine Skies,Tangerine Skies,Declan J Donovan,2020-04-24,192000,60,0.756,0.0578,0.756,0.815,2e-05,0.387,-5.122,0.046,0.927,120.002,4,Happy
Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),Clean Bandit,2020-08-21,178373,84,0.779,0.369,0.779,0.705,7.91e-06,0.124,-3.895,0.0344,0.946,101.022,4,Happy
Someone,Strawtown,Jubël,2020-03-27,181101,69,0.7,0.0531,0.7,0.904,8.03e-06,0.105,-4.03,0.0431,0.347,103.039,4,Happy
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,166028,92,0.734,0.168,0.734,0.874,1.14e-05,0.0489,-3.158,0.0662,0.905,122.953,4,Happy
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-09,171374,74,0.795,0.243,0.795,0.48,0.0,0.271,-8.556,0.0688,0.723,149.919,4,Happy
You (with Marshmello & Vance Joy),You (with Marshmello & Vance Joy),benny blanco,2021-01-29,169632,81,0.668,0.0493,0.668,0.563,0.0,0.119,-6.433,0.0522,0.305,103.116,4,Happy
Little Bit Of Love,Little Bit Of Love,JP Cooper,2020-05-08,195452,66,0.659,0.0636,0.659,0.801,0.0,0.341,-4.234,0.0435,0.334,105.991,4,Happy
Dynamite,Dynamite,BTS,2020-08-21,199053,22,0.746,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,0.737,114.044,4,Happy
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Summer Feelings (feat. Charlie Puth),Lennon Stella,2020-04-23,160289,76,0.696,0.262,0.696,0.686,0.0,0.174,-6.113,0.0309,0.7,115.982,4,Happy
Kings & Queens,Kings & Queens,Ava Max,2020-03-12,162398,34,0.638,0.00775,0.638,0.688,0.0,0.126,-4.056,0.0407,0.434,129.856,4,Happy
Freedom,Freedom,Kygo,2020-04-17,198635,77,0.715,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,0.39,112.887,4,Happy
Somebody,Somebody,Dagny,2020-05-01,194373,56,0.721,0.00178,0.721,0.763,0.000238,0.0945,-4.748,0.0382,0.436,117.981,4,Happy
Dive,Dive,Hot Shade,2019-12-20,164490,69,0.654,0.00515,0.654,0.787,0.0,0.144,-4.999,0.0502,0.409,123.978,4,Happy
Smile,Smile,Katy Perry,2020-07-10,166898,72,0.783,0.0238,0.783,0.912,0.0,0.339,-3.713,0.243,0.749,98.025,4,Happy
Lean On Me,Lean On Me,Sandro Cavazza,2020-10-09,182497,72,0.799,0.412,0.799,0.419,0.0,0.203,-7.99,0.174,0.716,156.055,4,Happy
Sing It With Me,Sing It With Me,JP Cooper,2019-05-03,201198,9,0.54,0.0744,0.54,0.793,0.0,0.354,-4.379,0.0493,0.399,112.219,4,Happy
Be Okay (with HRVY),Be Okay (with HRVY),R3HAB,2020-05-22,141600,68,0.73,0.0179,0.73,0.558,0.0,0.128,-6.535,0.0786,0.618,100.066,4,Happy
2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),Sam Feldt,2020-01-10,186750,73,0.503,0.264,0.503,0.754,5.85e-05,0.297,-3.634,0.0424,0.597,116.524,4,Happy
Broke Boy,Broke Boy,Malia Civetz,2020-02-28,172568,13,0.796,0.164,0.796,0.694,0.0,0.0703,-3.979,0.234,0.847,98.005,4,Happy
My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,174760,90,0.614,0.0697,0.614,0.934,0.0,0.121,-3.709,0.07,0.436,116.001,4,Happy
I'll Wait,I'll Wait,Kygo,2020-04-03,215360,75,0.611,0.148,0.611,0.651,1.84e-05,0.105,-6.973,0.0587,0.357,122.983,4,Happy
Best Of You (feat. Elle King),Best Of You (feat. Elle King),Andy Grammer,2020-02-07,185393,47,0.653,0.0515,0.653,0.623,0.0,0.0869,-5.989,0.0938,0.48,175.884,4,Happy
One Too Many,One Too Many,Keith Urban,2020-09-16,203893,78,0.697,0.247,0.697,0.535,0.0,0.569,-6.504,0.068,0.594,82.959,4,Happy
Be Kind,Be Kind,Zak Abel,2021-02-25,181516,69,0.929,0.068,0.929,0.67,0.0,0.318,-3.977,0.0488,0.938,120.935,4,Happy
On Me (feat. Ava Max),SCOOB! The Album,Various Artists,2020-05-15,164683,75,0.548,0.0119,0.548,0.721,0.0,0.216,-4.466,0.0472,0.594,177.918,4,Happy
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,2019-06-28,197866,82,0.64,0.124,0.64,0.648,0.0,0.0802,-8.113,0.187,0.548,92.977,4,Happy
Weekend Vibe,Weekend Vibe,Jubël,2021-01-15,166909,71,0.688,0.00912,0.688,0.742,1.37e-06,0.186,-6.363,0.0496,0.74,110.026,4,Happy
Body Back (feat. Maia Wright),Body Back (feat. Maia Wright),Gryffin,2019-10-18,214634,71,0.686,0.0948,0.686,0.83,1.33e-06,0.182,-4.437,0.0369,0.486,123.032,4,Happy
Sweet & Sour (feat. Lauv & Tyga),Sweet & Sour (feat. Lauv & Tyga),Jawsh 685,2020-09-04,163228,72,0.827,0.092,0.827,0.73,1.35e-05,0.258,-5.324,0.0934,0.679,95.003,4,Happy
Who's Laughing Now,Who's Laughing Now,Ava Max,2020-07-30,180348,20,0.648,0.00565,0.648,0.641,3.63e-06,0.109,-5.521,0.0389,0.505,184.021,4,Happy
Fingertips,Fingertips,Tom Gregory,2020-01-10,165430,68,0.718,0.07,0.718,0.693,0.0,0.132,-5.375,0.0252,0.691,88.026,4,Happy
Sixteen,Sixteen,Ellie Goulding,2019-04-12,201072,73,0.669,0.268,0.669,0.801,0.0,0.0594,-5.445,0.136,0.541,109.919,4,Happy
Glorious,Glorious,Ella Henderson,2019-09-13,184800,0,0.756,0.155,0.756,0.54,0.0,0.0551,-5.456,0.125,0.642,108.274,4,Happy
Hold On Tight,Hold On Tight,Aloe Blacc,2020-09-04,228120,49,0.722,0.0264,0.722,0.59,0.0,0.0793,-7.512,0.0435,0.368,104.931,4,Happy
Love Not War (The Tampa Beat),Love Not War (The Tampa Beat),Jason Derulo,2020-11-20,192921,87,0.738,0.105,0.738,0.85,0.0,0.23,-3.049,0.0642,0.865,98.013,4,Happy
YES,YES,BEN & TAN,2020-03-08,180489,62,0.563,0.00658,0.563,0.583,0.0,0.102,-7.302,0.031,0.525,91.899,4,Happy
Goliath,Goliath,Smith & Thell,2020-02-07,204758,60,0.528,0.000414,0.528,0.833,1.23e-06,0.068,-6.19,0.0514,0.46,127.998,4,Happy
Keep You Mine,Keep You Mine,NOTD,2019-08-02,174760,70,0.81,0.267,0.81,0.788,0.000172,0.196,-3.663,0.0447,0.845,135.991,4,Happy
Perfect (feat. Haris),Perfect (feat. Haris),Lucas & Steve,2019-10-11,176517,70,0.751,0.0955,0.751,0.657,0.0,0.0945,-4.642,0.0989,0.532,118.029,4,Happy
Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Church,Galantis,2020-02-07,215388,68,0.58,0.0304,0.58,0.804,0.00359,0.105,-4.618,0.0279,0.137,126.005,4,Happy
Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,210463,16,0.399,0.058,0.399,0.492,0.00101,0.11,-10.777,0.0538,0.159,91.066,4,Happy
Let Me Move You - From the Netflix film Work It,Let Me Move You (From the Netflix film Work It),Sabrina Carpenter,2020-07-24,147070,75,0.624,0.0112,0.624,0.628,0.0191,0.0814,-6.582,0.0408,0.772,114.556,4,Happy
Hold You Tonight (with Chris Lane),Hold You Tonight (with Chris Lane),Gryffin,2020-04-07,219353,68,0.467,0.102,0.467,0.795,0.0,0.264,-3.6,0.0687,0.472,163.837,4,Happy
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,83,0.727,0.0469,0.727,0.626,2.58e-05,0.126,-8.415,0.0726,0.322,86.97,4,Happy
Never Really Over,Never Really Over,Katy Perry,2019-05-31,223523,79,0.77,0.194,0.77,0.882,0.0,0.316,-4.792,0.0602,0.385,99.991,4,Happy
Good as Hell (feat. Ariana Grande) - Remix,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,2016,159011,77,0.668,0.298,0.668,0.892,0.0,0.735,-3.001,0.0645,0.478,95.927,4,Happy
Faith (with Dolly Parton) [feat. Mr. Probz],Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,2019-10-25,186804,69,0.547,0.145,0.547,0.795,0.0,0.11,-3.721,0.0489,0.723,118.118,4,Happy
Dance with Me (feat. Thomas Rhett & Young Thug),Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Diplo,2020-05-29,170157,63,0.73,0.0264,0.73,0.792,0.0,0.101,-5.33,0.13,0.745,99.039,4,Happy
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,2020-11-06,192745,83,0.721,0.151,0.721,0.745,1.24e-06,0.372,-3.508,0.0366,0.699,90.988,4,Happy
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,183290,86,0.794,0.0125,0.794,0.793,0.0,0.0952,-4.521,0.0842,0.677,123.941,4,Happy
Fake A Smile,Fake A Smile,Alan Walker,2021-02-19,168118,81,0.447,0.212,0.447,0.553,0.0,0.165,-4.817,0.0322,0.252,149.877,4,Happy
What's Love Got to Do with It,What's Love Got to Do with It,Kygo,2020-07-17,208156,79,0.75,0.275,0.75,0.664,0.0,0.0632,-5.908,0.154,0.617,105.023,4,Happy
Rewrite The Stars (with James Arthur & Anne-Marie),The Greatest Showman: Reimagined,Various Artists,2018-11-16,218293,70,0.67,0.237,0.67,0.743,0.0,0.465,-4.993,0.0393,0.571,125.944,4,Happy
All You Need To Know (feat. Calle Lehmann),All You Need To Know (feat. Calle Lehmann),Gryffin,2019-03-27,238458,70,0.513,0.00968,0.513,0.788,0.0,0.11,-4.629,0.0364,0.234,139.987,4,Happy
My Way (Steve Aoki & Aloe Blacc),My Way (Steve Aoki & Aloe Blacc),Steve Aoki,2020-12-23,197647,67,0.585,0.11,0.585,0.82,0.0,0.134,-4.428,0.0774,0.396,169.895,4,Happy
What I Like About You (feat. Theresa Rex),What I Like About You (feat. Theresa Rex),Jonas Blue,2019-03-22,220396,72,0.46,0.289,0.46,0.8,6.16e-06,0.121,-3.584,0.05,0.553,102.46,4,Happy
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,2019-05-10,219946,84,0.798,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,0.842,101.956,4,Happy
DANCE,DANCE,CLMD,2019-10-18,174448,71,0.766,0.0263,0.766,0.548,1.81e-06,0.21,-7.834,0.0373,0.552,122.012,4,Happy
Ooh Girl (feat. A Boogie Wit da Hoodie),Ooh Girl (feat. A Boogie Wit da Hoodie),Kris Kross Amsterdam,2019-08-30,168200,65,0.726,0.139,0.726,0.781,0.0,0.274,-4.276,0.0525,0.579,104.976,4,Happy
Catching Feelings (feat. Six60),Catching Feelings (feat. Six60),Drax Project,2019-09-04,218854,62,0.397,0.607,0.397,0.524,0.0,0.157,-5.846,0.103,0.343,175.562,4,Happy
Let It Be Me (feat. Ava Max),7,David Guetta,2018-09-14,172933,68,0.743,0.128,0.743,0.529,0.0,0.181,-6.187,0.0505,0.438,102.048,4,Happy
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,198081,99,0.677,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,0.464,90.03,4,Happy
Can We Pretend (feat. Cash Cash),Can We Pretend (feat. Cash Cash),P!nk,2019-04-11,224360,69,0.524,0.197,0.524,0.806,0.0,0.101,-3.447,0.406,0.45,115.172,4,Happy
Learn To Fly,Learn To Fly (with Elton John),Surfaces,2020-06-12,209832,68,0.569,0.554,0.569,0.536,0.0,0.0655,-6.137,0.0819,0.656,173.695,4,Happy
2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,1,0.697,0.0372,0.697,0.683,0.0,0.137,-2.881,0.117,0.603,96.133,4,Happy
My Way,My Way,Aloe Blacc,2020-06-26,210226,50,0.619,0.0436,0.619,0.557,0.0,0.112,-7.461,0.0433,0.378,74.007,4,Happy
Dandelion,Dandelion,Galantis,2021-01-08,140011,79,0.8,0.158,0.8,0.66,0.02,0.14,-4.903,0.158,0.634,117.923,4,Happy
Just Friends,Just Friends,Virginia To Vegas,2019-05-24,168946,66,0.793,0.156,0.793,0.714,0.0,0.136,-7.562,0.193,0.794,100.036,4,Happy
Call You Mine (feat. Bebe Rexha),World War Joy,The Chainsmokers,2019-05-31,217653,4,0.591,0.225,0.591,0.702,0.0,0.414,-5.59,0.0289,0.501,104.003,4,Happy
Over It,Over It,Drax Project,2021-03-19,169700,58,0.747,0.101,0.747,0.829,0.0,0.168,-6.157,0.106,0.793,119.982,4,Happy
Rescue Me,Rescue Me,OneRepublic,2019-05-17,158899,79,0.759,0.156,0.759,0.605,0.0,0.694,-7.737,0.0433,0.64,121.049,4,Happy
Tongue Tied,Never Trust a Happy Song,Grouplove,2011-09-02,218013,84,0.56,0.00847,0.56,0.936,0.0,0.161,-5.835,0.0439,0.371,112.96,4,Happy
Time to Pretend,Oracular Spectacular,MGMT,2007-12-14,261000,74,0.438,8.74e-05,0.438,0.94,0.0777,0.3,-3.249,0.0452,0.421,100.99,3,Happy
A-Punk,Vampire Weekend,Vampire Weekend,2008-01-27,137760,30,0.551,0.0102,0.551,0.821,0.0438,0.153,-4.489,0.0539,0.842,174.923,4,Happy
Brazil,Brazil,Declan McKenna,2015-12-04,252306,63,0.689,0.0918,0.689,0.617,2.08e-05,0.0816,-5.196,0.029,0.682,121.062,4,Happy
Loving Is Easy,Loving Is Easy,Rex Orange County,2017-10-11,155720,79,0.756,0.217,0.756,0.609,0.00474,0.096,-7.927,0.0544,0.537,117.023,4,Happy
Junk Of The Heart (Happy),Junk Of The Heart,The Kooks,2011-01-01,187253,67,0.604,0.0212,0.604,0.894,0.0,0.0299,-5.0,0.037,0.901,145.017,4,Happy
What You Know,Tourist History,Two Door Cinema Club,2010-02-17,191706,71,0.561,0.000715,0.561,0.741,1.4e-05,0.0822,-4.239,0.0419,0.776,139.001,4,Happy
Buttercup,Landmark,Hippo Campus,2017-02-24,226610,69,0.623,0.199,0.623,0.763,6.52e-06,0.126,-4.412,0.0719,0.199,108.871,4,Happy
Someday,Is This It,The Strokes,2001-07-30,183440,67,0.539,0.00425,0.539,0.521,0.0,0.367,-7.46,0.0299,0.679,106.035,4,Happy
Ophelia,Cleopatra,The Lumineers,2016-04-08,160097,77,0.664,0.613,0.664,0.573,0.000363,0.0857,-6.519,0.0277,0.566,76.023,4,Happy
Young Blood,"Passive Me, Aggressive You",The Naked And Famous,2010,246600,69,0.579,5.63e-05,0.579,0.865,0.000221,0.649,-4.692,0.0302,0.358,104.99,4,Happy
Float On,Good News For People Who Love Bad News,Modest Mouse,2004-04-05,208466,72,0.649,0.013,0.649,0.888,2.23e-06,0.0888,-4.807,0.0293,0.553,100.975,4,Happy
Wake Up,Funeral,Arcade Fire,2004-06-16,335333,67,0.252,0.12,0.252,0.8,0.0538,0.118,-4.845,0.0368,0.29,139.361,4,Happy
Heart It Races - Cover Version,Heart It Races,Architecture In Helsinki,2007-06-05,233128,68,0.705,0.443,0.705,0.474,0.0553,0.338,-13.081,0.0391,0.756,98.612,4,Happy
Come On Eileen,Too Rye Ay (Deluxe Edition),Dexys Midnight Runners,1982-08,273720,0,0.466,0.413,0.466,0.615,0.0,0.343,-9.102,0.0492,0.812,108.016,4,Happy
Last Nite,Is This It,The Strokes,2001-07-30,193373,67,0.624,0.0221,0.624,0.899,0.000137,0.0975,-5.709,0.0296,0.79,104.061,4,Happy
Always Like This,I Had The Blues But I Shook Them Loose,Bombay Bicycle Club,2009-07-06,245640,40,0.659,0.441,0.659,0.591,0.000861,0.0862,-6.713,0.0313,0.707,121.14,4,Happy
Someone New,Hozier,Hozier,2014-10-07,222813,64,0.446,0.427,0.446,0.533,3.26e-06,0.332,-5.955,0.046,0.58,183.81,4,Happy
Blue Coupe,Sweet '17 Singles,Twin Peaks,2018-02-09,222672,59,0.597,0.261,0.597,0.864,0.0747,0.0973,-5.629,0.0271,0.55,130.079,4,Happy
Happy Song - Alternate Version,Happy Song (Alternate Version),Alex the Astronaut,2018-10-24,257991,40,0.587,0.176,0.587,0.609,0.0,0.173,-6.779,0.041,0.594,82.302,4,Happy
Allegory,Allegory,The Viles,2019-10-31,160699,27,0.488,6.34e-05,0.488,0.741,0.0795,0.401,-8.25,0.0377,0.53,154.976,4,Happy
Candy Wrappers,So Polite,Summer Salt,2017-07-18,194418,0,0.692,0.696,0.692,0.546,0.415,0.302,-7.33,0.0262,0.483,95.042,4,Happy
L.I.F.E.G.O.E.S.O.N.,Last Night On Earth,Noah And The Whale,2011-01-01,228000,59,0.603,0.207,0.603,0.745,0.0,0.348,-5.79,0.0368,0.606,81.981,4,Happy
Space Cadet,Space Cadet,beabadoobee,2019-10-14,264013,49,0.57,0.00383,0.57,0.874,0.0282,0.0621,-5.2,0.0273,0.742,127.05,4,Happy
Edge of Town,Lost Friends,Middle Kids,2018-05-04,225400,51,0.324,0.0109,0.324,0.788,0.0008,0.0998,-4.158,0.0365,0.236,104.996,4,Happy
California King,Second Thoughts,Essy,2020-05-29,188146,12,0.783,0.0719,0.783,0.602,0.000525,0.135,-7.069,0.0263,0.582,106.016,4,Happy
Never Going Back Again - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,134400,71,0.654,0.858,0.654,0.336,0.385,0.0786,-12.825,0.0379,0.947,176.083,4,Happy
Everlasting Light,Brothers,The Black Keys,2010-05-18,203773,62,0.641,0.127,0.641,0.582,0.00632,0.354,-6.554,0.0483,0.725,181.039,4,Happy
Seventeen,Seventeen,Sjowgren,2015-06-11,226952,0,0.58,0.264,0.58,0.665,0.0315,0.0695,-6.775,0.043,0.336,146.051,4,Happy
This Life,This Life / Unbearably White,Vampire Weekend,2019-04-04,268600,0,0.62,0.228,0.62,0.712,3.39e-06,0.0561,-6.434,0.1,0.83,170.234,4,Happy
Daylight,Grand,Matt and Kim,2009-01-20,171333,69,0.57,0.102,0.57,0.798,0.000128,0.178,-4.92,0.0323,0.671,103.303,4,Happy
Cemetery Plans,Cemetery Plans,Madde,2019-09-28,263172,19,0.79,0.655,0.79,0.446,0.0115,0.0627,-16.826,0.0499,0.953,144.971,4,Happy
Hourglass,The Balcony,Catfish and the Bottlemen,2014-09-15,138154,58,0.652,0.389,0.652,0.302,0.000251,0.153,-9.949,0.0328,0.398,129.902,4,Happy
The John Wayne,Absolute Zero,Little Green Cars,2013-01-01,291920,0,0.306,0.0234,0.306,0.6,1.14e-06,0.0807,-5.34,0.033,0.196,143.887,4,Happy
Pleaser,Pleaser,Wallows,2017-04-12,187895,72,0.497,0.126,0.497,0.914,1.98e-05,0.274,-4.308,0.0455,0.385,148.893,4,Happy
Olivia,Feathers & Fishhooks,Rayland Baxter,2012-01-01,233693,0,0.629,0.685,0.629,0.551,2.88e-05,0.0889,-9.44,0.0321,0.698,81.995,4,Happy
The Less I Know The Better,Currents,Tame Impala,2015-07-17,216320,87,0.64,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,0.785,116.879,4,Happy
Kids,Oracular Spectacular,MGMT,2007-12-14,302840,80,0.451,0.00076,0.451,0.931,0.0049,0.361,-3.871,0.0719,0.172,122.961,4,Happy
OBLIVIUS,Future Present Past,The Strokes,2016-06-03,299157,0,0.457,0.0885,0.457,0.898,0.69,0.21,-4.35,0.0503,0.434,102.979,4,Happy
Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009-07-14,303200,0,0.542,0.292,0.542,0.589,0.000522,0.177,-6.623,0.0318,0.137,111.665,4,Happy
Walking On A Dream,Walking On A Dream (10th Anniversary Edition),Empire of the Sun,2008-10-03,198440,79,0.871,0.257,0.871,0.701,7.52e-06,0.0589,-5.594,0.0458,0.716,126.975,4,Happy
Naive,Inside In / Inside Out,The Kooks,2006-01-01,203506,75,0.391,0.0759,0.391,0.808,0.0,0.149,-6.209,0.0892,0.737,100.304,4,Happy
Waste of Time,Waste of Time,Alex the Astronaut,2018-07-19,209837,37,0.709,0.0038,0.709,0.725,1.39e-05,0.105,-7.077,0.0297,0.486,128.053,4,Happy
Sunflower (feat. Steve Lacy),Sunflower / Big Blue,Vampire Weekend,2019-03-06,137600,0,0.863,0.406,0.863,0.576,0.00824,0.141,-5.691,0.0567,0.932,100.03,4,Happy
New Friends,Cardinal (Expanded Edition),Pinegrove,2016-02-12,196733,0,0.356,0.403,0.356,0.675,5.01e-06,0.11,-6.447,0.0362,0.248,102.082,4,Happy
Take a Walk,Gossamer,Passion Pit,2012-07-23,264493,72,0.566,0.0338,0.566,0.755,0.0,0.315,-5.526,0.0368,0.445,101.006,4,Happy
400 Lux,Pure Heroine (Extended),Lorde,2013-01-01,234286,62,0.512,0.0787,0.512,0.474,0.00345,0.134,-8.36,0.0371,0.194,183.991,4,Happy
Monday Morning,Monday Morning,LOUD HOUND,2019-11-11,207337,27,0.474,0.00612,0.474,0.931,0.0,0.194,-5.327,0.04,0.56,116.013,4,Happy
Everybody Talks,Picture Show,Neon Trees,2012-01-01,177280,83,0.471,0.00301,0.471,0.924,0.0,0.313,-3.906,0.0586,0.725,154.961,4,Happy
Way It Goes,Landmark,Hippo Campus,2017-02-24,245456,64,0.542,0.021,0.542,0.906,0.00043,0.377,-4.213,0.0491,0.515,120.014,4,Happy
Hindsight,Tkrp Greatest Hits of All Time Ever All Time,The Kevin Reid Project,2017-10-25,216013,3,0.243,0.0031,0.243,0.874,1.23e-05,0.0824,-7.121,0.105,0.107,129.209,4,Happy
Sleepyhead,Manners,Passion Pit,2009,174760,68,0.568,0.0892,0.568,0.719,1.84e-06,0.233,-5.406,0.0354,0.539,106.036,4,Happy
Dirty Paws,My Head Is An Animal,Of Monsters and Men,2012-01-01,278373,72,0.359,0.107,0.359,0.649,0.0124,0.0555,-7.06,0.0349,0.133,111.709,4,Happy
Colours,Never Trust a Happy Song,Grouplove,2011-09-02,257786,60,0.529,0.0211,0.529,0.83,0.0,0.0983,-5.428,0.0397,0.318,93.933,4,Happy
Cough Syrup,Young The Giant (Special Edition),Young the Giant,2011,249520,74,0.534,0.0343,0.534,0.721,6.24e-06,0.115,-7.307,0.0417,0.225,128.978,3,Happy
Little Secrets,Manners,Passion Pit,2009,238973,62,0.597,0.00345,0.597,0.786,0.0,0.0909,-4.248,0.0419,0.666,99.888,4,Happy
The Great Deceiver,The Great Deceiver,Saltwater Sun,2019-04-03,194142,26,0.588,0.0658,0.588,0.737,2.28e-06,0.198,-5.394,0.0331,0.519,120.981,4,Happy
I Can't Handle Change,I Can't Handle Change,Roar,2010-03-14,198213,82,0.247,0.0455,0.247,0.438,0.000871,0.111,-8.479,0.0358,0.39,185.716,3,Happy
South,South - Single,Hippo Campus,2015-08-03,231468,63,0.532,0.174,0.532,0.548,0.0033,0.108,-6.521,0.0291,0.443,130.114,4,Happy
On My Knees,Lost Friends,Middle Kids,2018-05-04,214106,28,0.376,0.0043,0.376,0.708,0.0,0.096,-3.964,0.0339,0.265,99.107,4,Happy
Weekend Friend,Weekend Friend,Goth Babe,2019-01-19,209454,69,0.409,0.032,0.409,0.594,0.0391,0.0904,-9.725,0.031,0.212,110.187,4,Happy
Sunflower,Sunflower,Rex Orange County,2017-03-22,252230,80,0.384,0.646,0.384,0.765,0.00352,0.522,-4.463,0.0579,0.567,129.903,4,Happy
Sunday Best,Where the Light Is,Surfaces,2019-01-06,158571,84,0.878,0.183,0.878,0.525,0.0,0.0714,-6.832,0.0578,0.694,112.022,4,Happy
Burnout,Burnout,John Eatherly,2019-07-24,203848,44,0.599,0.000177,0.599,0.442,0.000392,0.0645,-6.081,0.0352,0.353,142.01,4,Happy
Harmony Hall,Harmony Hall / 2021,Vampire Weekend,2019-01-24,308733,0,0.653,0.475,0.653,0.76,0.000129,0.0917,-6.086,0.0479,0.6,98.008,4,Happy
Silvertongue,Home of the Strange,Young the Giant,2016-08-12,197426,66,0.673,0.00975,0.673,0.789,0.0,0.752,-4.288,0.0408,0.841,100.043,4,Happy
Where'd All the Time Go?,"Shame, Shame (Deluxe Edition)",Dr. Dog,2010-11-02,234800,71,0.454,0.132,0.454,0.82,0.000969,0.115,-4.193,0.0567,0.575,166.303,4,Happy
Not Worth Hiding,Not Worth Hiding,Alex the Astronaut,2017-08-22,166913,38,0.566,0.0245,0.566,0.65,0.00173,0.158,-6.782,0.0425,0.851,121.407,4,Happy
Sedona,Little Neon Limelight,Houndmouth,2015-03-17,239880,25,0.396,0.0372,0.396,0.677,0.000137,0.112,-7.513,0.0354,0.249,135.177,4,Happy
Buttons,Comeback Cadillac,The Weeks,2008,317040,0,0.604,0.0647,0.604,0.715,0.0101,0.111,-4.849,0.0344,0.291,119.965,4,Happy
